pairId:INTEGER,tableA.id:INTEGER,tableA.title,tableA.price:FLOAT,tableA.brand:TEXT,tableA.weight,tableA.size,tableB.id:INTEGER,tableB.title,tableB.price:FLOAT,tableB.description,tableB.variation_size,tableB.size
13710173,3292,mornflake jumbo oats cereal  26 oz  (pack of 12),55.18,Mornflake,26,12.0,3158,kellogg's fruit loops cereal 8.7 oz (pack of 12),80.67,kellogg's fruit loops,8.7,12.0
13710495,3292,mornflake jumbo oats cereal  26 oz  (pack of 12),55.18,Mornflake,26,12.0,3480,reese's puffs cereal bar treats  5.1 ounce (pack of 12),-1.0,reese's puffs cereal,5.1,12.0
13711071,3292,mornflake jumbo oats cereal  26 oz  (pack of 12),55.18,Mornflake,26,12.0,4056,fiber cereal bars chewy oats & chocolate 7 oz (pack of 24),120.43,fiber cereal bars,7,24.0
13719740,3295,bakery on main gourmet naturals gluten free apple raisin walnut granola  12 oz  (pack of 6),34.02,Bakery on Main,12,6.0,230,bakery on main peanut buttercup granola bar gluten free 6 oz (pack of 6) - pack of 6,34.94,bakery on main,6,6.0
13719926,3295,bakery on main gourmet naturals gluten free apple raisin walnut granola  12 oz  (pack of 6),34.02,Bakery on Main,12,6.0,416,bakery on main extreme trail mix granola bar gluten free 6 oz (pack of 6) - pack of 6,29.99,bakery on main,6,6.0
13719996,3295,bakery on main gourmet naturals gluten free apple raisin walnut granola  12 oz  (pack of 6),34.02,Bakery on Main,12,6.0,486,bakery on main gluten free granola bars  extreme trail mix  5-count (pack of 6),29.37,bakery on main,NA,6.0
13721152,3295,bakery on main gourmet naturals gluten free apple raisin walnut granola  12 oz  (pack of 6),34.02,Bakery on Main,12,6.0,1642,bakery on main cinnamon raisin fiber granola 12 oz (pack of 6),47.3,bakery on main,12,6.0
13721242,3295,bakery on main gourmet naturals gluten free apple raisin walnut granola  12 oz  (pack of 6),34.02,Bakery on Main,12,6.0,1732,bakery on main soft and chewy gluten free granola bars  chocolate almond  5 count (pack of 3),13.26,bakery on main,NA,3.0
13721448,3295,bakery on main gourmet naturals gluten free apple raisin walnut granola  12 oz  (pack of 6),34.02,Bakery on Main,12,6.0,1938,bakery on main peanut butter chocolate chip  gluten free granola bars 6 oz(pack of 3),35.0,bakery on main,6,3.0
13721555,3295,bakery on main gourmet naturals gluten free apple raisin walnut granola  12 oz  (pack of 6),34.02,Bakery on Main,12,6.0,2045,bakery on main true bar gluten free walnut cappuccino -- 1.4 oz each / pack of 6,29.99,bakery on main,1.4,6.0
13722129,3295,bakery on main gourmet naturals gluten free apple raisin walnut granola  12 oz  (pack of 6),34.02,Bakery on Main,12,6.0,2619,bakery on main gluten free apple cinnamon granola bar  5 bars per box (pack of 6 boxes),32.49,bakery on main,NA,6.0
13722578,3295,bakery on main gourmet naturals gluten free apple raisin walnut granola  12 oz  (pack of 6),34.02,Bakery on Main,12,6.0,3068,bakery on main soft & chewy oat gluten free granola bar  apple cinnamon  5 ct  6 oz ,10.3,bakery on main,6,NA
13722773,3295,bakery on main gourmet naturals gluten free apple raisin walnut granola  12 oz  (pack of 6),34.02,Bakery on Main,12,6.0,3263,bakery on main soft & chewy gluten free granola bar  peanut butter & jelly  5-count (pack of 3),21.49,bakery on main,NA,3.0
13723166,3295,bakery on main gourmet naturals gluten free apple raisin walnut granola  12 oz  (pack of 6),34.02,Bakery on Main,12,6.0,3656,bob's red mill apple blueberry  gluten free 12 oz (pack of 4),25.81,bob's red mill,12,4.0
13723251,3295,bakery on main gourmet naturals gluten free apple raisin walnut granola  12 oz  (pack of 6),34.02,Bakery on Main,12,6.0,3741,bakery on main soft & chewy  gluten free granola bars  apple cinnamon  6-ounce box (pack of 3),19.89,bakery on main,NA,3.0
13724584,3296,glutenfreeda oatmeal 2.64oz pack of 12,41.9,Glutenfreeda,2.64,12.0,909,2.50oz sc&onion pringles pack of 12,18.27,2.50oz sc&onion pringles,2.50,12.0
13725169,3296,glutenfreeda oatmeal 2.64oz pack of 12,41.9,Glutenfreeda,2.64,12.0,1494,2.50oz bbq pringles pack of 12,18.27,2.50oz bbq pringles,2.50,12.0
13728749,3297,quaker instant grits 12ea pack of 12,67.12,Quaker,NA,12.0,909,2.50oz sc&onion pringles pack of 12,18.27,2.50oz sc&onion pringles,2.50,12.0
13729334,3297,quaker instant grits 12ea pack of 12,67.12,Quaker,NA,12.0,1494,2.50oz bbq pringles pack of 12,18.27,2.50oz bbq pringles,2.50,12.0
13736286,3299,bear naked vanilla almond crunch granola cereal  12 oz  (pack of 6),31.41,Bear Naked,12,6.0,116,nature valley almond crunch granola bars 7.2 oz (pack of 12),74.57,nature valley almond,7.2,12.0
13736334,3299,bear naked vanilla almond crunch granola cereal  12 oz  (pack of 6),31.41,Bear Naked,12,6.0,164,bear naked granola  maple pecan  12 oz,4.19,bear naked granola,12,NA
13736442,3299,bear naked vanilla almond crunch granola cereal  12 oz  (pack of 6),31.41,Bear Naked,12,6.0,272,nature granola bars roasted nut almond crunch 7.2 oz (pack of 24),119.44,nature granola bars,7.2,24.0
13737298,3299,bear naked vanilla almond crunch granola cereal  12 oz  (pack of 6),31.41,Bear Naked,12,6.0,1128,kashi crunchy! granola bars  roasted almond crunch  8.4 ounce (pack of 12),-1.0,kashi crunchy! granola,8.4,12.0
13737455,3299,bear naked vanilla almond crunch granola cereal  12 oz  (pack of 6),31.41,Bear Naked,12,6.0,1285,nutritious living hi-lo vanilla almond cereal  10-ounce units (pack of 6),37.24,nutritious living hi-lo,NA,6.0
13737812,3299,bear naked vanilla almond crunch granola cereal  12 oz  (pack of 6),31.41,Bear Naked,12,6.0,1642,bakery on main cinnamon raisin fiber granola 12 oz (pack of 6),47.3,bakery on main,12,6.0
13737950,3299,bear naked vanilla almond crunch granola cereal  12 oz  (pack of 6),31.41,Bear Naked,12,6.0,1780,kellogg's special k cereal  vanilla almond  12.4 ounce (pack of 12),59.99,kellogg's special k,12.4,12.0
13738149,3299,bear naked vanilla almond crunch granola cereal  12 oz  (pack of 6),31.41,Bear Naked,12,6.0,1979,kashi tlc crunchy granola bar. roasted almond crunch 6-count bars (pack of 6),24.99,kashi tlc crunchy,NA,6.0
13738179,3299,bear naked vanilla almond crunch granola cereal  12 oz  (pack of 6),31.41,Bear Naked,12,6.0,2009,kashi honey almond flax chewy granola bars net wt 7.4 oz (pack of 6),41.88,kashi honey almond,7.4,6.0
13738458,3299,bear naked vanilla almond crunch granola cereal  12 oz  (pack of 6),31.41,Bear Naked,12,6.0,2288,quaker warm & crunchy granola cranberry almond 13.5 oz (pack of 6),51.53,quaker warm &,13.5,6.0
13738547,3299,bear naked vanilla almond crunch granola cereal  12 oz  (pack of 6),31.41,Bear Naked,12,6.0,2377,kashi crunchy! granola bars  roasted almond crunch  8.4 ounce (pack of 12),47.29,kashi crunchy! granola,8.4,12.0
13739101,3299,bear naked vanilla almond crunch granola cereal  12 oz  (pack of 6),31.41,Bear Naked,12,6.0,2931,udi's granola bar  cranberry almond  gluten-free 1.23 oz. 5-count (pack of 6),40.99,udi's granola bar,1.23,6.0
13739281,3299,bear naked vanilla almond crunch granola cereal  12 oz  (pack of 6),31.41,Bear Naked,12,6.0,3111,bear naked granola  fruit and nut  12 oz,3.48,bear naked granola,12,NA
13739547,3299,bear naked vanilla almond crunch granola cereal  12 oz  (pack of 6),31.41,Bear Naked,12,6.0,3377,quaker cereal bars  apple crisp 1.30 oz bars 8-count bars (pack of 6),20.02,quaker cereal bars,1.30,6.0
13740030,3299,bear naked vanilla almond crunch granola cereal  12 oz  (pack of 6),31.41,Bear Naked,12,6.0,3860,bar  madagascar vanilla almond   1.4 oz (pack of 12 ) ( value bulk multi-pack),65.95,bar  madagascar,1.4,12.0
13740063,3299,bear naked vanilla almond crunch granola cereal  12 oz  (pack of 6),31.41,Bear Naked,12,6.0,3893,nature's path organic crunchy granola bars  macaroon crunch  7.05-ounce (pack of 6),25.56,nature's path organic,NA,6.0
13740120,3299,bear naked vanilla almond crunch granola cereal  12 oz  (pack of 6),31.41,Bear Naked,12,6.0,3950,walden farms  drssng cf russian  12 oz (pack of 6),30.96,walden farms ,12,6.0
13741288,3300,bob's red mill gluten free corn grits  24 oz (pack of 4),13.87,Bob's Red Mill,24,4.0,953,bob's red mill granola gluten free honey oat -- 12 oz,4.31,bob's red mill,12,NA
13741783,3300,bob's red mill gluten free corn grits  24 oz (pack of 4),13.87,Bob's Red Mill,24,4.0,1448,bob's red mill honey oat  gluten free 12 oz (pack of 4),25.42,bob's red mill,12,4.0
13743991,3300,bob's red mill gluten free corn grits  24 oz (pack of 4),13.87,Bob's Red Mill,24,4.0,3656,bob's red mill apple blueberry  gluten free 12 oz (pack of 4),25.81,bob's red mill,12,4.0
13748770,3302,bob's red mill apple blueberry granola  12 oz (pack of 4),13.18,Bob's Red Mill,12,4.0,105,bob's red mill honey oat granola -- 24 oz,6.39,bob's red mill,24,NA
13749513,3302,bob's red mill apple blueberry granola  12 oz (pack of 4),13.18,Bob's Red Mill,12,4.0,848,skout  organic apple - cinnamon trailbar 1.8 oz (pack of 12),27.33,skout  organic,1.8,12.0
13749618,3302,bob's red mill apple blueberry granola  12 oz (pack of 4),13.18,Bob's Red Mill,12,4.0,953,bob's red mill granola gluten free honey oat -- 12 oz,4.31,bob's red mill,12,NA
13749723,3302,bob's red mill apple blueberry granola  12 oz (pack of 4),13.18,Bob's Red Mill,12,4.0,1058,bob's red mill granola apple blueberry -- 24 oz,6.39,bob's red mill,24,NA
13749935,3302,bob's red mill apple blueberry granola  12 oz (pack of 4),13.18,Bob's Red Mill,12,4.0,1270,clif bar blueberry crisp  12 count (pack of 2),32.95,clif bar blueberry,NA,2.0
13750113,3302,bob's red mill apple blueberry granola  12 oz (pack of 4),13.18,Bob's Red Mill,12,4.0,1448,bob's red mill honey oat  gluten free 12 oz (pack of 4),25.42,bob's red mill,12,4.0
13750296,3302,bob's red mill apple blueberry granola  12 oz (pack of 4),13.18,Bob's Red Mill,12,4.0,1631,nature valley apple crisp granola bars 8.9 oz (pack of 12),78.35,nature valley apple,8.9,12.0
13750307,3302,bob's red mill apple blueberry granola  12 oz (pack of 4),13.18,Bob's Red Mill,12,4.0,1642,bakery on main cinnamon raisin fiber granola 12 oz (pack of 6),47.3,bakery on main,12,6.0
13750372,3302,bob's red mill apple blueberry granola  12 oz (pack of 4),13.18,Bob's Red Mill,12,4.0,1707,glutino  breakfast bar  apple  7.05 oz (pack of 12 ),70.17,glutino  breakfast,7.05,12.0
13750994,3302,bob's red mill apple blueberry granola  12 oz (pack of 4),13.18,Bob's Red Mill,12,4.0,2329,bob's red mill granola cinnamon raisin -- 24 oz,6.62,bob's red mill,24,NA
13751743,3302,bob's red mill apple blueberry granola  12 oz (pack of 4),13.18,Bob's Red Mill,12,4.0,3078,belvita breakfast biscuit  blueberry  8.8-ounce (pack of 4),24.0,belvita breakfast biscuit,NA,4.0
13751958,3302,bob's red mill apple blueberry granola  12 oz (pack of 4),13.18,Bob's Red Mill,12,4.0,3293,bob's red mill natural granola -- 24 oz,6.39,bob's red mill,24,NA
13752321,3302,bob's red mill apple blueberry granola  12 oz (pack of 4),13.18,Bob's Red Mill,12,4.0,3656,bob's red mill apple blueberry  gluten free 12 oz (pack of 4),25.81,bob's red mill,12,4.0
13752550,3302,bob's red mill apple blueberry granola  12 oz (pack of 4),13.18,Bob's Red Mill,12,4.0,3885,quaker chewy granola bar  s'mores  8-count (pack of 4),18.38,quaker chewy granola,NA,4.0
13752615,3302,bob's red mill apple blueberry granola  12 oz (pack of 4),13.18,Bob's Red Mill,12,4.0,3950,walden farms  drssng cf russian  12 oz (pack of 6),30.96,walden farms ,12,6.0
13752746,3302,bob's red mill apple blueberry granola  12 oz (pack of 4),13.18,Bob's Red Mill,12,4.0,4081,quaker chewy variety pack granola bars 6.7 oz (pack of 4),13.99,quaker chewy variety,6.7,4.0
13757455,3304,kellogg's special k fruit & yogurt cereal  16.6 oz,3.68,Kellogg's Special K,16.6,NA,460,kellogg's special k fruit crisps bars  strawberry  5 ct,4.99,kellogg's special k,NA,NA
13757787,3304,kellogg's special k fruit & yogurt cereal  16.6 oz,3.68,Kellogg's Special K,16.6,NA,792,kellogg's special k cereal bar  chocolate covered strawberry  4.86 ounce,5.45,kellogg's special k,4.86,NA
13757915,3304,kellogg's special k fruit & yogurt cereal  16.6 oz,3.68,Kellogg's Special K,16.6,NA,920,kellogg's special k cereal bars  honey nut  6 ct,50.29,kellogg's special k,NA,NA
13758025,3304,kellogg's special k fruit & yogurt cereal  16.6 oz,3.68,Kellogg's Special K,16.6,NA,1030,kellogg's special k oats & honey cereal 13.1 oz (pack of 14),90.15,kellogg's special k,13.1,14.0
13758107,3304,kellogg's special k fruit & yogurt cereal  16.6 oz,3.68,Kellogg's Special K,16.6,NA,1112,kellogg's special k cereal bars  chocolately pretzel  6 ct,8.7,kellogg's special k,NA,NA
13758215,3304,kellogg's special k fruit & yogurt cereal  16.6 oz,3.68,Kellogg's Special K,16.6,NA,1220,kellogg's special k cereal bar  strawberry  .81 oz  12/box,15.48,kellogg's special k,81,NA
13758574,3304,kellogg's special k fruit & yogurt cereal  16.6 oz,3.68,Kellogg's Special K,16.6,NA,1579,special k cereal bar  strawberry;blueberry  .81 oz  12/box,16.98,special k cereal,81,NA
13758632,3304,kellogg's special k fruit & yogurt cereal  16.6 oz,3.68,Kellogg's Special K,16.6,NA,1637,kellogg's special k red berries cereal 14.7 oz,9.95,kellogg's special k,14.7,NA
13758701,3304,kellogg's special k fruit & yogurt cereal  16.6 oz,3.68,Kellogg's Special K,16.6,NA,1706,kellogg's special k chocolatey pretzel cereal bars  0.77 oz  12 count,-1.0,kellogg's special k,0.77,NA
13759618,3304,kellogg's special k fruit & yogurt cereal  16.6 oz,3.68,Kellogg's Special K,16.6,NA,2623,kellogg's special k cereal bars  strawberry  6 ct,10.86,kellogg's special k,NA,NA
13759980,3304,kellogg's special k fruit & yogurt cereal  16.6 oz,3.68,Kellogg's Special K,16.6,NA,2985,special k cereal bar  strawberry  .81 oz  12/box,12.81,special k cereal,81,NA
13760382,3304,kellogg's special k fruit & yogurt cereal  16.6 oz,3.68,Kellogg's Special K,16.6,NA,3387,kellogg's special k fruit crisps bars  blueberry  5 ct,4.99,kellogg's special k,NA,NA
13760410,3304,kellogg's special k fruit & yogurt cereal  16.6 oz,3.68,Kellogg's Special K,16.6,NA,3415,kellogg's special k cereal bars hazelnut & almond (5x21g),7.19,kellogg's special k,NA,NA
13760750,3304,kellogg's special k fruit & yogurt cereal  16.6 oz,3.68,Kellogg's Special K,16.6,NA,3755,special k cereal  chocolatey delight  13.4 oz,8.97,special k cereal,13.4,NA
13763878,3305,kellogg's cinnabon cereal  9 oz,2.5,Kellogg's,9,NA,2718,kellogg's nutri-grain cereal bars  36 count,16.59,kellogg's nutri-grain cereal,NA,NA
13765489,3306,bear naked chocolate elation 100% natural granola  12 oz,3.68,Bear Naked,12,NA,164,bear naked granola  maple pecan  12 oz,4.19,bear naked granola,12,NA
13767473,3306,bear naked chocolate elation 100% natural granola  12 oz,3.68,Bear Naked,12,NA,2148,jessica's natural foods gluten-free chocolate hazelnut granola 12 oz bag,-1.0,jessica's natural foods,12,NA
13768391,3306,bear naked chocolate elation 100% natural granola  12 oz,3.68,Bear Naked,12,NA,3066,catalo 100% all natural crunchy granola banana nuts mix 12 oz,-1.0,catalo 100% all,12,NA
13768436,3306,bear naked chocolate elation 100% natural granola  12 oz,3.68,Bear Naked,12,NA,3111,bear naked granola  fruit and nut  12 oz,3.48,bear naked granola,12,NA
13770520,3307,post honey bunches of oats cereal with vanilla bunches  18 oz,3.28,Post,18,NA,1030,kellogg's special k oats & honey cereal 13.1 oz (pack of 14),90.15,kellogg's special k,13.1,14.0
13770761,3307,post honey bunches of oats cereal with vanilla bunches  18 oz,3.28,Post,18,NA,1271,nature valley oats 'n honey cereal granola bars  18 ct,-1.0,nature valley oats,NA,NA
13773679,3308,cheerios apple cinnamon cereal  12.9 oz,2.98,Cheerios,12.9,NA,24,apple cinnamon cheerios cereal bar  1.42 ounce -- 96 per case.,41.65,apple cinnamon cheerios,1.42,NA
13774176,3308,cheerios apple cinnamon cereal  12.9 oz,2.98,Cheerios,12.9,NA,521,kellogg's nutrigrain cereal bar apple cinnamon,15.99,kellogg's nutrigrain cereal,NA,NA
13774213,3308,cheerios apple cinnamon cereal  12.9 oz,2.98,Cheerios,12.9,NA,558,glutino cereal apple cinnamon  gluten free 0. oz,19.18,glutino cereal apple,NA,NA
13777571,3308,cheerios apple cinnamon cereal  12.9 oz,2.98,Cheerios,12.9,NA,3916,bimbo  multi grain apple cinnamon cereal bar  9 oz,10.0,bimbo  multi,9,NA
13778850,3309,post honey bunches of oats with crispy almonds cereal  18 oz,3.28,Post,18,NA,1030,kellogg's special k oats & honey cereal 13.1 oz (pack of 14),90.15,kellogg's special k,13.1,14.0
13779091,3309,post honey bunches of oats with crispy almonds cereal  18 oz,3.28,Post,18,NA,1271,nature valley oats 'n honey cereal granola bars  18 ct,-1.0,nature valley oats,NA,NA
13785326,3310,malt-o-meal: cereal honey buzzers  33 oz,4.58,Malt O Meal,33,NA,3341,chex cereal  honey nut  13.8 oz,12.79,chex cereal ,13.8,NA
13790379,3312,envirokidz organic amazon frosted flakes cereal  14 oz (pack of 6),31.18,Envirokidz,14,6.0,64,nutri-grain cereal bars  cherry  8-count bars (pack of 6),16.68,nutri-grain cereal bars,NA,6.0
13790429,3312,envirokidz organic amazon frosted flakes cereal  14 oz (pack of 6),31.18,Envirokidz,14,6.0,114,arrowhead mills puffed wheat cereal 6 oz (pack of 6),19.45,arrowhead mills puffed,6,6.0
13790502,3312,envirokidz organic amazon frosted flakes cereal  14 oz (pack of 6),31.18,Envirokidz,14,6.0,187,nutri-grain cereal bars  raspberry  8-count bars (pack of 6),39.5,nutri-grain cereal bars,NA,6.0
13790720,3312,envirokidz organic amazon frosted flakes cereal  14 oz (pack of 6),31.18,Envirokidz,14,6.0,405,annie's organic peanutty granola bars 6.9 oz (pack of 6),33.35,annie's organic peanutty,6.9,6.0
13790753,3312,envirokidz organic amazon frosted flakes cereal  14 oz (pack of 6),31.18,Envirokidz,14,6.0,438,nature's path organic optimum slim 14.0 oz (pack of 6),52.56,nature's path organic,14.0,6.0
13790771,3312,envirokidz organic amazon frosted flakes cereal  14 oz (pack of 6),31.18,Envirokidz,14,6.0,456,special k cereal bars honey nut  6-count (pack of 6),36.63,special k cereal,NA,6.0
13790942,3312,envirokidz organic amazon frosted flakes cereal  14 oz (pack of 6),31.18,Envirokidz,14,6.0,627,envirokidz organic koala crispy rice bars  chocolate  6-count bars  6 oz (pack of 6),23.91,envirokidz organic koala,6,6.0
13791163,3312,envirokidz organic amazon frosted flakes cereal  14 oz (pack of 6),31.18,Envirokidz,14,6.0,848,skout  organic apple - cinnamon trailbar 1.8 oz (pack of 12),27.33,skout  organic,1.8,12.0
13791456,3312,envirokidz organic amazon frosted flakes cereal  14 oz (pack of 6),31.18,Envirokidz,14,6.0,1141,nutri-grain cereal bars  blueberry  8-count bars (pack of 6),26.99,nutri-grain cereal bars,NA,6.0
